date,year,month,day_of_week,day_name,season,location,pm25,pm10,no2,co,so2,o3,temperature,humidity,wind_speed,rainfall_mm,aqi,aqi_category
2018-07-03,2018,7,1,Tuesday,Dry,Bhunya,18.5,49.07,16.23,0.841,6.22,28.7,22.7,49.8,3.5,0.03,64,Moderate
2018-07-04,2018,7,2,Wednesday,Dry,Bhunya,18.06,31.77,15.8,0.654,7.51,26.76,18.0,50.9,3.3,0.03,64,Moderate
2018-07-05,2018,7,3,Thursday,Dry,Bhunya,20.87,38.8,16.63,0.688,7.28,27.09,9.2,42.6,3.1,0.15,69,Moderate
2018-07-06,2018,7,4,Friday,Dry,Bhunya,18.25,38.58,16.79,0.61,7.97,29.8,15.9,32.3,4.1,0.04,64,Moderate
2018-07-07,2018,7,5,Saturday,Dry,Bhunya,14.3,26.37,14.04,0.588,7.2,23.92,15.2,44.5,3.1,0.04,56,Moderate
2018-07-08,2018,7,6,Sunday,Dry,Bhunya,12.91,23.48,12.01,0.487,5.07,28.23,18.0,38.5,3.8,0.04,53,Moderate
2018-07-09,2018,7,0,Monday,Dry,Bhunya,18.08,53.16,15.94,0.656,6.11,29.94,14.9,43.4,2.2,0.23,64,Moderate
2018-07-10,2018,7,1,Tuesday,Dry,Bhunya,19.75,36.13,16.73,0.803,7.19,31.17,19.7,36.6,1.6,0.07,67,Moderate
2018-07-11,2018,7,2,Wednesday,Dry,Bhunya,22.27,42.02,20.26,0.681,6.97,29.22,17.0,49.3,3.2,0.0,72,Moderate
2018-07-12,2018,7,3,Thursday,Dry,Bhunya,16.29,31.72,17.77,0.772,8.41,26.58,16.7,28.5,4.9,0.05,60,Moderate
2018-07-13,2018,7,4,Friday,Dry,Bhunya,19.69,36.38,19.79,0.725,7.63,27.18,23.9,47.0,2.6,0.01,67,Moderate
2018-07-14,2018,7,5,Saturday,Dry,Bhunya,14.88,27.89,16.3,0.599,6.09,28.87,12.6,29.7,3.3,0.03,57,Moderate
2018-07-15,2018,7,6,Sunday,Dry,Bhunya,13.05,25.14,15.57,0.531,4.74,24.72,14.0,41.4,3.2,0.01,53,Moderate
2018-07-16,2018,7,0,Monday,Dry,Bhunya,19.48,37.66,16.57,0.787,6.86,26.18,14.9,45.4,1.4,0.09,67,Moderate
2018-07-17,2018,7,1,Tuesday,Dry,Bhunya,23.94,45.47,18.69,0.588,8.91,25.61,7.7,52.8,3.1,0.06,76,Moderate
2018-07-18,2018,7,2,Wednesday,Dry,Bhunya,19.26,33.45,18.73,0.696,8.49,28.75,21.1,26.1,4.2,0.01,66,Moderate
2018-07-19,2018,7,3,Thursday,Dry,Bhunya,17.18,28.63,15.9,0.867,7.21,25.28,17.0,59.1,3.3,0.0,62,Moderate
2018-07-20,2018,7,4,Friday,Dry,Bhunya,14.92,29.67,13.77,0.592,7.4,25.91,16.1,46.2,4.2,0.02,57,Moderate
2018-07-21,2018,7,5,Saturday,Dry,Bhunya,11.87,20.58,13.34,0.472,5.78,27.57,18.7,39.9,4.7,0.01,49,Moderate
2018-07-22,2018,7,6,Sunday,Dry,Bhunya,13.83,23.56,13.45,0.651,5.64,29.52,23.6,55.9,3.8,0.05,55,Moderate
2018-07-23,2018,7,0,Monday,Dry,Bhunya,22.96,45.36,16.16,0.722,6.69,26.12,11.2,34.1,1.5,0.01,74,Moderate
2018-07-24,2018,7,1,Tuesday,Dry,Bhunya,20.93,33.13,16.75,0.606,7.25,23.08,12.8,33.4,2.0,0.09,70,Moderate
2018-07-25,2018,7,2,Wednesday,Dry,Bhunya,19.4,33.71,17.57,0.672,6.65,30.28,14.4,55.4,2.3,0.02,66,Moderate
2018-07-26,2018,7,3,Thursday,Dry,Bhunya,21.52,38.27,16.98,0.705,6.9,26.16,13.8,39.8,2.4,0.0,71,Moderate
2018-07-27,2018,7,4,Friday,Dry,Bhunya,20.23,58.46,19.18,0.735,8.39,28.18,17.3,29.5,2.1,0.02,68,Moderate
2018-07-28,2018,7,5,Saturday,Dry,Bhunya,14.37,27.51,11.89,0.545,5.08,28.79,14.0,47.0,3.0,0.05,56,Moderate
2018-07-29,2018,7,6,Sunday,Dry,Bhunya,16.43,32.48,13.76,0.458,5.42,26.17,18.0,46.2,2.8,0.0,60,Moderate
2018-07-30,2018,7,0,Monday,Dry,Bhunya,20.67,36.83,19.36,0.709,8.29,33.07,13.3,33.8,2.3,0.22,69,Moderate
2018-07-31,2018,7,1,Tuesday,Dry,Bhunya,22.17,40.27,22.62,0.667,6.91,25.26,16.5,43.3,2.0,0.14,72,Moderate
2018-08-01,2018,8,2,Wednesday,Dry,Bhunya,21.97,37.53,17.9,0.741,7.03,27.86,15.6,41.9,2.8,0.34,72,Moderate
2018-08-02,2018,8,3,Thursday,Dry,Bhunya,20.3,54.14,13.04,0.803,8.05,27.63,16.5,35.8,3.0,0.44,68,Moderate
2018-08-03,2018,8,4,Friday,Dry,Bhunya,20.47,34.64,12.45,0.587,7.0,24.83,13.8,36.0,2.5,0.06,69,Moderate
2018-08-04,2018,8,5,Saturday,Dry,Bhunya,15.56,31.2,10.32,0.698,6.01,28.22,17.0,47.5,3.2,0.76,58,Moderate
2018-08-05,2018,8,6,Sunday,Dry,Bhunya,13.63,22.97,11.63,0.433,6.57,30.14,17.0,46.8,3.3,0.52,54,Moderate
2018-08-06,2018,8,0,Monday,Dry,Bhunya,18.56,28.33,18.78,0.539,6.49,30.03,15.8,42.2,3.0,0.06,65,Moderate
2018-08-07,2018,8,1,Tuesday,Dry,Bhunya,18.94,35.03,14.82,0.602,5.53,28.08,9.1,60.4,3.8,0.2,65,Moderate
2018-08-08,2018,8,2,Wednesday,Dry,Bhunya,20.12,44.84,16.61,0.672,7.81,25.48,16.4,37.3,2.2,0.62,68,Moderate
2018-08-09,2018,8,3,Thursday,Dry,Bhunya,17.62,32.47,17.04,0.744,7.25,27.65,16.0,43.0,4.1,1.19,63,Moderate
2018-08-10,2018,8,4,Friday,Dry,Bhunya,16.55,36.04,20.64,0.701,7.21,27.93,25.0,58.6,1.8,0.08,60,Moderate
2018-08-11,2018,8,5,Saturday,Dry,Bhunya,14.82,39.93,14.75,0.612,5.53,26.21,25.0,53.7,3.9,0.24,57,Moderate
2018-08-12,2018,8,6,Sunday,Dry,Bhunya,14.64,25.89,13.15,0.424,6.2,24.97,12.8,47.5,3.2,0.82,56,Moderate
2018-08-13,2018,8,0,Monday,Dry,Bhunya,17.62,31.14,18.96,0.582,7.78,29.07,18.5,38.2,2.0,0.01,63,Moderate
2018-08-14,2018,8,1,Tuesday,Dry,Bhunya,16.1,27.38,16.84,0.818,6.37,27.63,14.1,32.6,2.2,0.09,59,Moderate
2018-08-15,2018,8,2,Wednesday,Dry,Bhunya,19.01,34.28,18.28,0.733,9.25,24.33,21.6,35.5,2.9,0.36,66,Moderate
2018-08-16,2018,8,3,Thursday,Dry,Bhunya,20.55,39.49,18.31,0.648,6.65,27.72,13.2,42.5,3.4,0.15,69,Moderate
2018-08-17,2018,8,4,Friday,Dry,Bhunya,16.89,43.73,17.53,0.71,6.94,32.01,11.0,41.2,3.7,0.04,61,Moderate
2018-08-18,2018,8,5,Saturday,Dry,Bhunya,12.94,22.05,13.52,0.561,5.56,30.08,18.4,38.0,2.6,0.54,53,Moderate
2018-08-19,2018,8,6,Sunday,Dry,Bhunya,14.5,23.78,12.77,0.548,5.59,26.4,24.6,44.1,3.4,0.23,56,Moderate
2018-08-20,2018,8,0,Monday,Dry,Bhunya,19.67,35.72,21.75,0.753,6.42,29.34,16.3,21.5,3.6,0.19,67,Moderate
2018-08-21,2018,8,1,Tuesday,Dry,Bhunya,16.82,30.9,17.6,0.698,8.08,26.62,12.8,56.8,3.6,0.11,61,Moderate
2018-08-22,2018,8,2,Wednesday,Dry,Bhunya,14.86,29.73,16.85,0.549,6.42,28.4,21.1,42.3,6.2,0.09,57,Moderate
2018-08-23,2018,8,3,Thursday,Dry,Bhunya,19.58,36.72,15.39,0.756,6.08,26.73,17.3,46.2,2.4,0.15,67,Moderate
2018-08-24,2018,8,4,Friday,Dry,Bhunya,17.75,32.79,15.1,0.639,5.81,26.95,21.7,45.5,2.3,0.19,63,Moderate
2018-08-25,2018,8,5,Saturday,Dry,Bhunya,17.89,31.99,13.11,0.59,6.32,25.45,17.7,38.9,1.8,0.4,63,Moderate
2018-08-26,2018,8,6,Sunday,Dry,Bhunya,14.98,29.07,13.18,0.515,5.33,25.6,11.3,37.9,3.4,0.04,57,Moderate
2018-08-27,2018,8,0,Monday,Dry,Bhunya,21.19,42.0,19.55,0.73,7.96,25.47,15.4,48.7,1.4,0.3,70,Moderate
2018-08-28,2018,8,1,Tuesday,Dry,Bhunya,22.26,40.61,19.53,0.682,7.7,31.1,21.7,45.0,0.3,0.08,72,Moderate
2018-08-29,2018,8,2,Wednesday,Dry,Bhunya,20.38,35.91,18.2,0.633,6.91,27.1,14.8,17.3,1.8,0.05,68,Moderate
2018-08-30,2018,8,3,Thursday,Dry,Bhunya,23.24,44.38,21.74,0.679,7.33,29.05,15.1,37.3,0.8,0.6,74,Moderate
2018-08-31,2018,8,4,Friday,Dry,Bhunya,19.09,35.66,17.64,0.65,7.63,27.56,13.7,33.8,3.2,0.91,66,Moderate
2018-09-01,2018,9,5,Saturday,Dry,Bhunya,17.86,32.23,13.42,0.505,5.86,27.53,23.4,47.3,4.1,0.69,63,Moderate
2018-09-02,2018,9,6,Sunday,Dry,Bhunya,15.55,31.46,13.53,0.464,4.76,30.63,21.3,54.2,1.1,2.93,58,Moderate
2018-09-03,2018,9,0,Monday,Dry,Bhunya,20.85,45.2,19.24,0.613,7.33,30.16,23.8,57.2,3.6,0.13,69,Moderate
2018-09-04,2018,9,1,Tuesday,Dry,Bhunya,19.1,37.53,16.91,0.495,7.27,26.63,22.6,62.3,2.6,2.12,66,Moderate
2018-09-05,2018,9,2,Wednesday,Dry,Bhunya,18.26,33.07,17.05,0.527,6.8,33.14,22.0,46.1,2.9,1.43,64,Moderate
2018-09-06,2018,9,3,Thursday,Dry,Bhunya,16.29,31.22,18.51,0.475,8.0,26.71,28.1,43.3,2.9,2.27,60,Moderate
2018-09-07,2018,9,4,Friday,Dry,Bhunya,22.1,38.74,17.92,0.514,7.17,24.67,19.9,64.6,4.3,0.12,72,Moderate
2018-09-08,2018,9,5,Saturday,Dry,Bhunya,15.07,28.92,14.69,0.476,5.99,27.55,24.8,48.7,4.0,0.97,57,Moderate
2018-09-09,2018,9,6,Sunday,Dry,Bhunya,16.89,33.39,13.14,0.511,4.84,27.81,23.1,62.2,1.8,0.01,61,Moderate
2018-09-10,2018,9,0,Monday,Dry,Bhunya,22.05,41.52,15.25,0.62,8.16,24.15,13.8,64.0,0.9,1.17,72,Moderate
2018-09-11,2018,9,1,Tuesday,Dry,Bhunya,19.05,35.39,19.46,0.61,7.33,29.08,18.3,78.9,1.8,0.07,66,Moderate
2018-09-12,2018,9,2,Wednesday,Dry,Bhunya,14.97,32.52,16.65,0.585,7.72,25.12,17.7,41.0,3.2,2.79,57,Moderate
2018-09-13,2018,9,3,Thursday,Dry,Bhunya,19.83,38.65,17.69,0.662,6.95,27.84,18.6,58.8,3.8,1.55,67,Moderate
2018-09-14,2018,9,4,Friday,Dry,Bhunya,19.95,40.73,16.02,0.591,6.62,27.37,15.4,60.9,3.4,1.09,68,Moderate
2018-09-15,2018,9,5,Saturday,Dry,Bhunya,15.74,27.83,15.67,0.425,4.71,28.76,19.9,68.0,2.8,0.84,59,Moderate
2018-09-16,2018,9,6,Sunday,Dry,Bhunya,12.22,20.41,14.55,0.511,4.97,29.77,24.0,68.7,3.6,3.54,51,Moderate
2018-09-17,2018,9,0,Monday,Dry,Bhunya,19.83,33.79,16.38,0.536,7.24,24.92,18.7,77.4,2.5,1.48,67,Moderate
2018-09-18,2018,9,1,Tuesday,Dry,Bhunya,22.29,37.7,19.79,0.585,4.0,27.43,20.5,60.3,3.7,1.73,72,Moderate
2018-09-19,2018,9,2,Wednesday,Dry,Bhunya,16.69,30.01,19.53,0.567,6.41,29.69,23.9,53.7,4.3,3.87,61,Moderate
2018-09-20,2018,9,3,Thursday,Dry,Bhunya,15.8,29.28,18.06,0.671,7.08,29.73,20.4,64.9,3.1,3.6,59,Moderate
2018-09-21,2018,9,4,Friday,Dry,Bhunya,17.13,29.85,19.89,0.579,7.08,27.06,24.9,50.6,4.4,0.4,62,Moderate
2018-09-22,2018,9,5,Saturday,Dry,Bhunya,11.06,21.2,11.62,0.445,5.66,27.48,20.4,54.9,4.9,0.12,46,Moderate
2018-09-23,2018,9,6,Sunday,Dry,Bhunya,15.83,32.79,13.8,0.419,6.29,27.35,25.4,63.0,2.9,1.32,59,Moderate
2018-09-24,2018,9,0,Monday,Dry,Bhunya,17.06,30.03,15.24,0.587,8.0,25.14,18.0,59.1,3.4,0.55,61,Moderate
2018-09-25,2018,9,1,Tuesday,Dry,Bhunya,17.86,30.45,15.02,0.525,6.54,28.13,20.3,63.1,2.8,0.44,63,Moderate
2018-09-26,2018,9,2,Wednesday,Dry,Bhunya,19.28,37.11,15.58,0.511,7.06,26.96,25.4,62.3,2.6,1.06,66,Moderate
2018-09-27,2018,9,3,Thursday,Dry,Bhunya,22.06,43.88,17.97,0.596,7.07,29.13,15.9,51.6,2.4,0.9,72,Moderate
2018-09-28,2018,9,4,Friday,Dry,Bhunya,21.47,39.17,15.01,0.499,5.52,26.65,21.6,54.6,3.3,1.46,71,Moderate
2018-09-29,2018,9,5,Saturday,Dry,Bhunya,15.72,31.2,15.52,0.506,5.5,25.67,23.5,55.7,2.1,1.35,59,Moderate
2018-09-30,2018,9,6,Sunday,Dry,Bhunya,17.19,31.08,14.4,0.473,5.11,25.19,25.6,54.9,1.9,0.7,62,Moderate
2018-10-01,2018,10,0,Monday,Wet,Bhunya,10.79,22.35,9.95,0.438,5.78,38.14,27.3,79.0,7.2,0.46,45,Moderate
2018-10-02,2018,10,1,Tuesday,Wet,Bhunya,9.81,18.97,13.48,0.356,5.04,39.07,26.0,71.8,4.1,6.19,41,Good
2018-10-03,2018,10,2,Wednesday,Wet,Bhunya,14.16,28.51,13.24,0.43,6.16,39.16,25.5,61.7,3.9,0.1,55,Moderate
2018-10-04,2018,10,3,Thursday,Wet,Bhunya,11.36,22.88,11.46,0.336,5.13,39.2,26.1,78.7,5.0,0.31,47,Moderate
2018-10-05,2018,10,4,Friday,Wet,Bhunya,8.39,14.57,11.41,0.366,4.89,46.3,29.4,66.0,4.9,8.69,35,Good
2018-10-06,2018,10,5,Saturday,Wet,Bhunya,9.59,17.57,9.67,0.333,3.85,41.14,29.2,63.7,3.1,0.69,40,Good
2018-10-07,2018,10,6,Sunday,Wet,Bhunya,6.91,12.64,9.11,0.336,4.83,39.69,27.3,83.4,5.3,9.54,29,Good
2018-10-08,2018,10,0,Monday,Wet,Bhunya,12.04,22.17,12.43,0.481,4.85,41.75,22.0,51.5,2.2,4.55,500,Moderate
2018-10-09,2018,10,1,Tuesday,Wet,Bhunya,10.01,19.62,12.11,0.391,5.45,37.6,31.0,76.7,3.1,4.04,42,Moderate
2018-10-10,2018,10,2,Wednesday,Wet,Bhunya,11.61,21.42,11.67,0.406,4.69,37.58,29.9,83.0,2.5,1.32,48,Moderate
2018-10-11,2018,10,3,Thursday,Wet,Bhunya,12.51,20.05,12.78,0.379,5.35,40.32,21.6,80.1,5.4,0.46,52,Moderate
2018-10-12,2018,10,4,Friday,Wet,Bhunya,12.09,22.7,11.77,0.376,4.41,43.51,32.6,77.8,4.6,6.07,500,Moderate
2018-10-13,2018,10,5,Saturday,Wet,Bhunya,8.41,15.77,8.24,0.347,3.81,39.66,27.9,72.8,4.8,2.93,35,Good
2018-10-14,2018,10,6,Sunday,Wet,Bhunya,7.17,14.85,11.79,0.339,3.7,42.7,28.3,74.6,6.4,2.83,30,Good
2018-10-15,2018,10,0,Monday,Wet,Bhunya,11.06,17.97,14.02,0.475,6.19,43.05,24.5,86.6,5.5,1.58,46,Moderate
2018-10-16,2018,10,1,Tuesday,Wet,Bhunya,10.43,18.55,12.75,0.378,5.31,42.27,26.2,87.3,6.0,1.15,43,Moderate
2018-10-17,2018,10,2,Wednesday,Wet,Bhunya,13.56,26.75,11.42,0.366,5.39,41.97,31.2,85.7,0.8,5.08,54,Moderate
2018-10-18,2018,10,3,Thursday,Wet,Bhunya,9.82,19.62,13.94,0.408,2.99,40.98,27.0,63.4,7.3,0.08,41,Good
2018-10-19,2018,10,4,Friday,Wet,Bhunya,10.47,20.1,12.89,0.462,5.14,36.39,28.6,77.6,3.9,0.34,44,Moderate
2018-10-20,2018,10,5,Saturday,Wet,Bhunya,12.29,23.68,10.27,0.38,4.53,43.22,30.6,74.4,1.9,1.29,51,Moderate
2018-10-21,2018,10,6,Sunday,Wet,Bhunya,9.63,16.7,8.69,0.314,4.07,45.81,25.3,80.5,4.0,1.25,40,Good
2018-10-22,2018,10,0,Monday,Wet,Bhunya,12.22,23.71,10.62,0.4,5.06,41.49,35.3,76.8,4.7,3.34,51,Moderate
2018-10-23,2018,10,1,Tuesday,Wet,Bhunya,14.83,27.38,12.12,0.345,5.45,39.71,26.9,73.0,2.5,0.35,57,Moderate
2018-10-24,2018,10,2,Wednesday,Wet,Bhunya,10.47,20.17,12.81,0.411,5.23,37.77,28.7,81.2,7.8,0.53,44,Moderate
2018-10-25,2018,10,3,Thursday,Wet,Bhunya,12.78,21.5,15.24,0.402,4.87,41.91,30.3,67.0,5.3,0.54,52,Moderate
2018-10-26,2018,10,4,Friday,Wet,Bhunya,11.11,21.85,13.15,0.386,6.17,42.83,27.6,66.0,5.7,3.81,46,Moderate
2018-10-27,2018,10,5,Saturday,Wet,Bhunya,9.67,18.57,11.4,0.366,3.29,40.37,32.9,83.4,6.0,3.34,40,Good
2018-10-28,2018,10,6,Sunday,Wet,Bhunya,9.36,18.67,10.2,0.331,4.02,44.77,29.7,86.7,3.0,5.13,39,Good
2018-10-29,2018,10,0,Monday,Wet,Bhunya,11.83,23.4,11.85,0.465,4.44,32.61,29.8,79.6,3.7,3.34,49,Moderate
2018-10-30,2018,10,1,Tuesday,Wet,Bhunya,12.99,23.04,9.58,0.486,4.61,38.5,23.1,61.8,3.7,1.62,53,Moderate
2018-10-31,2018,10,2,Wednesday,Wet,Bhunya,12.87,24.59,10.01,0.429,3.66,44.21,29.4,76.7,4.6,1.87,53,Moderate
2018-11-01,2018,11,3,Thursday,Wet,Bhunya,14.71,29.17,11.84,0.358,5.82,42.25,22.0,80.3,1.2,2.29,56,Moderate
2018-11-02,2018,11,4,Friday,Wet,Bhunya,6.23,12.54,14.16,0.424,4.46,40.97,26.4,59.8,6.6,22.34,26,Good
2018-11-03,2018,11,5,Saturday,Wet,Bhunya,7.89,15.78,9.52,0.353,4.82,40.2,30.5,77.8,5.8,3.11,33,Good
2018-11-04,2018,11,6,Sunday,Wet,Bhunya,10.87,19.39,10.1,0.338,3.5,38.33,22.3,88.3,2.9,2.96,45,Moderate
2018-11-05,2018,11,0,Monday,Wet,Bhunya,9.18,17.65,11.09,0.393,4.93,43.95,26.4,64.3,3.3,8.55,38,Good
2018-11-06,2018,11,1,Tuesday,Wet,Bhunya,8.39,15.32,12.75,0.439,5.04,40.19,31.9,76.3,4.3,12.74,35,Good
2018-11-07,2018,11,2,Wednesday,Wet,Bhunya,10.3,18.9,12.85,0.455,5.56,41.46,28.0,58.7,4.6,4.33,43,Moderate
2018-11-08,2018,11,3,Thursday,Wet,Bhunya,10.91,20.31,13.84,0.417,4.48,41.51,33.4,85.2,6.3,0.3,45,Moderate
2018-11-09,2018,11,4,Friday,Wet,Bhunya,10.95,19.75,14.29,0.405,5.24,35.34,23.6,58.7,4.5,2.07,46,Moderate
2018-11-10,2018,11,5,Saturday,Wet,Bhunya,6.11,11.59,10.44,0.358,3.36,36.24,32.6,84.7,4.4,9.65,25,Good
2018-11-11,2018,11,6,Sunday,Wet,Bhunya,8.76,15.93,8.71,0.292,4.69,40.04,25.1,75.8,5.2,4.43,36,Good
2018-11-12,2018,11,0,Monday,Wet,Bhunya,12.66,23.92,13.61,0.389,4.3,39.43,25.7,67.6,4.7,0.77,52,Moderate
2018-11-13,2018,11,1,Tuesday,Wet,Bhunya,10.43,17.35,11.83,0.415,5.72,42.15,25.6,79.3,5.1,0.27,43,Moderate
2018-11-14,2018,11,2,Wednesday,Wet,Bhunya,13.79,27.08,11.85,0.378,4.72,35.77,35.1,65.9,3.3,7.74,55,Moderate
2018-11-15,2018,11,3,Thursday,Wet,Bhunya,8.44,17.8,12.44,0.367,4.36,42.64,27.4,67.3,3.7,13.34,35,Good
2018-11-16,2018,11,4,Friday,Wet,Bhunya,8.71,13.78,13.02,0.429,4.74,42.09,30.6,74.4,4.5,8.9,36,Good
2018-11-17,2018,11,5,Saturday,Wet,Bhunya,7.72,15.24,7.54,0.278,4.58,36.49,26.3,66.0,4.0,7.02,32,Good
2018-11-18,2018,11,6,Sunday,Wet,Bhunya,8.44,16.5,9.18,0.291,4.04,39.71,28.2,75.0,7.3,0.61,35,Good
2018-11-19,2018,11,0,Monday,Wet,Bhunya,10.91,22.21,12.17,0.389,5.57,39.8,24.7,72.2,3.6,10.69,45,Moderate
2018-11-20,2018,11,1,Tuesday,Wet,Bhunya,8.69,15.62,12.45,0.402,5.05,43.9,21.2,69.9,6.3,9.97,36,Good
2018-11-21,2018,11,2,Wednesday,Wet,Bhunya,11.48,20.89,15.4,0.383,5.48,36.47,23.2,73.4,2.0,15.27,48,Moderate
2018-11-22,2018,11,3,Thursday,Wet,Bhunya,9.86,18.01,12.16,0.355,4.23,36.44,27.8,78.0,6.7,5.22,41,Good
2018-11-23,2018,11,4,Friday,Wet,Bhunya,7.56,15.65,14.19,0.387,5.14,40.49,32.6,70.0,7.0,8.41,32,Good
2018-11-24,2018,11,5,Saturday,Wet,Bhunya,6.0,9.92,10.45,0.302,4.06,35.13,23.2,72.1,6.2,8.48,25,Good
2018-11-25,2018,11,6,Sunday,Wet,Bhunya,9.88,19.16,7.84,0.323,4.18,39.52,28.2,64.7,1.1,7.42,41,Good
2018-11-26,2018,11,0,Monday,Wet,Bhunya,9.5,17.53,12.96,0.379,5.33,41.84,30.9,90.8,4.8,2.14,40,Good
2018-11-27,2018,11,1,Tuesday,Wet,Bhunya,10.13,18.21,11.52,0.424,5.92,42.14,28.7,82.6,4.2,2.65,42,Moderate
2018-11-28,2018,11,2,Wednesday,Wet,Bhunya,12.57,23.83,12.53,0.496,5.01,29.65,27.8,66.5,6.0,1.78,52,Moderate
2018-11-29,2018,11,3,Thursday,Wet,Bhunya,9.51,19.29,11.88,0.411,5.18,41.82,28.2,78.0,5.0,12.49,40,Good
2018-11-30,2018,11,4,Friday,Wet,Bhunya,11.14,19.88,10.71,0.429,5.67,37.38,29.7,79.9,3.8,1.92,46,Moderate
2018-12-01,2018,12,5,Saturday,Wet,Bhunya,6.66,11.49,9.48,0.267,3.08,40.74,35.2,65.0,4.3,12.45,28,Good
2018-12-02,2018,12,6,Sunday,Wet,Bhunya,7.2,13.25,9.63,0.307,3.96,46.14,34.8,64.7,5.8,3.51,30,Good
2018-12-03,2018,12,0,Monday,Wet,Bhunya,11.63,21.55,13.72,0.332,3.86,35.52,23.9,83.5,4.3,1.16,48,Moderate
2018-12-04,2018,12,1,Tuesday,Wet,Bhunya,11.17,22.3,9.45,0.333,5.38,35.98,24.3,77.8,3.4,2.45,47,Moderate
2018-12-05,2018,12,2,Wednesday,Wet,Bhunya,6.44,11.27,9.19,0.335,3.18,41.62,30.9,68.6,6.4,9.02,27,Good
2018-12-06,2018,12,3,Thursday,Wet,Bhunya,9.35,20.51,14.56,0.319,4.53,40.6,28.2,90.0,5.7,0.52,39,Good
2018-12-07,2018,12,4,Friday,Wet,Bhunya,11.07,22.4,11.63,0.374,5.23,34.14,26.5,78.5,4.3,1.24,46,Moderate
2018-12-08,2018,12,5,Saturday,Wet,Bhunya,10.08,18.33,9.98,0.302,3.58,46.49,33.6,68.8,1.3,6.94,42,Moderate
2018-12-09,2018,12,6,Sunday,Wet,Bhunya,7.98,14.84,8.75,0.269,3.62,42.25,28.8,82.2,5.1,0.95,33,Good
2018-12-10,2018,12,0,Monday,Wet,Bhunya,9.33,16.89,12.85,0.381,5.01,36.27,21.1,75.5,2.1,8.53,39,Good
2018-12-11,2018,12,1,Tuesday,Wet,Bhunya,9.19,16.43,10.85,0.389,3.75,34.42,23.3,68.6,6.5,3.64,38,Good
2018-12-12,2018,12,2,Wednesday,Wet,Bhunya,10.59,17.31,10.21,0.38,4.84,37.87,25.1,71.2,2.1,5.08,44,Moderate
2018-12-13,2018,12,3,Thursday,Wet,Bhunya,12.75,22.25,12.81,0.352,5.15,39.0,27.8,73.2,4.6,1.35,52,Moderate
2018-12-14,2018,12,4,Friday,Wet,Bhunya,3.95,7.93,10.66,0.367,4.24,46.0,21.9,66.2,5.9,0.97,16,Good
2018-12-15,2018,12,5,Saturday,Wet,Bhunya,7.74,14.76,8.9,0.311,3.4,42.21,27.2,70.4,6.2,0.66,32,Good
2018-12-16,2018,12,6,Sunday,Wet,Bhunya,4.79,9.08,9.76,0.278,3.09,38.93,22.5,82.7,5.7,34.03,20,Good
2018-12-17,2018,12,0,Monday,Wet,Bhunya,12.16,22.82,11.41,0.351,4.85,40.04,24.3,78.5,3.8,1.74,51,Moderate
2018-12-18,2018,12,1,Tuesday,Wet,Bhunya,9.5,20.47,11.05,0.408,3.87,39.51,25.8,75.3,4.0,5.81,40,Good
2018-12-19,2018,12,2,Wednesday,Wet,Bhunya,7.94,14.05,10.49,0.328,5.06,39.35,26.8,73.0,4.8,12.51,33,Good
2018-12-20,2018,12,3,Thursday,Wet,Bhunya,8.68,15.02,11.95,0.341,3.9,31.55,31.1,78.8,5.5,3.57,36,Good
2018-12-21,2018,12,4,Friday,Wet,Bhunya,9.11,17.68,9.54,0.361,4.84,41.61,23.2,61.9,3.9,7.85,38,Good
2018-12-22,2018,12,5,Saturday,Wet,Bhunya,4.15,7.86,8.99,0.289,3.95,36.93,25.6,66.9,6.1,28.32,17,Good
2018-12-23,2018,12,6,Sunday,Wet,Bhunya,8.25,14.03,8.15,0.238,3.3,39.88,29.1,67.0,3.6,3.11,34,Good
2018-12-24,2018,12,0,Monday,Wet,Bhunya,10.72,20.64,12.13,0.425,4.58,37.51,29.0,61.2,4.1,0.23,45,Moderate
2018-12-25,2018,12,1,Tuesday,Wet,Bhunya,6.47,13.17,10.24,0.411,4.22,36.33,28.6,71.2,6.5,13.54,27,Good
2018-12-26,2018,12,2,Wednesday,Wet,Bhunya,8.18,14.36,11.91,0.336,5.91,41.88,27.6,86.3,3.3,9.69,34,Good
2018-12-27,2018,12,3,Thursday,Wet,Bhunya,9.22,14.1,12.19,0.301,4.53,39.85,26.2,67.5,5.0,0.71,38,Good
2018-12-28,2018,12,4,Friday,Wet,Bhunya,8.24,16.96,11.03,0.371,3.86,41.77,28.3,76.9,4.1,8.09,34,Good
2018-12-29,2018,12,5,Saturday,Wet,Bhunya,7.83,13.73,8.99,0.278,3.66,36.78,28.5,87.9,2.5,11.04,33,Good
2018-12-30,2018,12,6,Sunday,Wet,Bhunya,9.61,17.2,8.66,0.306,3.87,41.49,30.1,94.9,3.2,1.47,40,Good
2018-12-31,2018,12,0,Monday,Wet,Bhunya,7.79,15.76,9.7,0.348,4.72,38.45,35.6,78.5,6.5,14.93,32,Good
2019-01-01,2019,1,1,Tuesday,Wet,Bhunya,8.06,14.04,11.6,0.373,4.38,38.01,21.8,58.2,6.4,19.06,34,Good
2019-01-02,2019,1,2,Wednesday,Wet,Bhunya,7.0,13.58,11.05,0.355,4.81,39.42,31.6,73.9,3.7,8.6,29,Good
